chr1	850000	1250000	1.5404077796055857	16
chr1	1250000	1675000	1.5095055143549647	17
chr1	1675000	1850000	0.802747928083038	7
chr1	1850000	2050000	0.7658476508559058	8
chr1	2050000	2325000	0.9314098312564465	11
chr1	2325000	2600000	0.8471287550894139	11
chr1	2600000	2725000	0.44001612886243163	5
chr1	2725000	3350000	1.3373373213148823	25
chr1	5500000	6025000	0.867184624599279	21
chr1	6025000	6300000	0.756520325871792	11
chr1	6300000	6525000	0.7088139739969904	9
chr1	6525000	6750000	0.7148559783678045	9
chr1	6750000	7075000	0.7580454375165885	13
chr1	7075000	7325000	0.5847022999488501	10
chr1	7325000	7725000	0.8861001035005568	16
chr1	7725000	8050000	0.8147592438379578	13
chr1	8050000	8425000	1.0313057521728637	15
chr1	8425000	8925000	1.1391080479291966	20
chr1	8925000	9275000	0.8800438182341908	14
chr1	9275000	9625000	0.9263131240599325	14
chr1	9625000	9950000	0.8484875745947577	13
chr1	9950000	10200000	0.7067316919069029	10
chr1	10200000	10525000	0.7987883084366634	13
chr1	10525000	11050000	1.2060738063759084	21
chr1	11050000	11350000	0.803516312177629	12
chr1	11350000	11750000	0.9739437617384297	16
chr1	11750000	12100000	1.013698840803392	14
chr1	12100000	12375000	0.7890207491353071	11
chr1	12375000	12750000	1.0202129556423403	15
chr1	14350000	14950000	1.0080974936768226	24
chr1	14950000	15400000	0.8639194333754402	18
chr1	15400000	15825000	0.9307045494763254	17
chr1	15825000	16075000	0.824139916557709	10
chr1	16075000	16350000	0.9278631445321911	11
chr1	16350000	16800000	1.2864057756145075	18
chr1	16800000	17225000	0.766077216427058	17
chr1	17225000	17725000	1.169578865019103	20
chr1	17725000	17975000	0.6881756695917574	10
chr1	17975000	18225000	0.6411824273868739	10
chr1	18225000	18600000	0.7907560786850852	15
chr1	18600000	18900000	0.7561776548426498	12
chr1	18900000	19200000	0.760423788304497	12
chr1	19200000	19625000	1.085636902647996	17
chr1	19625000	20000000	0.9492822043404218	15
chr1	20000000	20200000	0.5677576428549266	8
chr1	20200000	20500000	0.7237161137475494	12
chr1	20500000	20825000	0.8121017669798876	13
chr1	20825000	21050000	0.6381513722097247	9
chr1	21050000	21525000	1.1314825614091464	19
chr1	21525000	21975000	1.0492709958696578	18
chr1	21975000	22375000	1.187260237526248	16
chr1	22375000	22725000	0.8512668319728487	14
chr1	22725000	22975000	0.6988564347505934	10
chr1	22975000	23275000	0.8682174111063918	12
chr1	23275000	23600000	0.9319148724504033	13
chr1	23600000	23800000	0.7274806141451503	8
chr1	23800000	24050000	0.7869863816900896	10
chr1	24050000	24775000	1.3558902624388138	29
chr1	24775000	24925000	0.50160264820708	6
chr1	24925000	25200000	0.7805516699192376	11
chr1	25200000	25525000	0.8791185646950593	13
chr1	25525000	25850000	0.9165131380829694	13
chr1	25850000	26150000	0.9105685408520704	12
chr1	26150000	26400000	0.8376040017258133	10
chr1	26400000	26825000	1.2367334670361747	17
chr1	26825000	27250000	1.3359436702393457	17
chr1	27250000	27675000	1.120649846085318	17
chr1	27675000	28000000	0.9516489162568124	13
chr1	28000000	28350000	0.9010724133297144	14
chr1	28350000	28600000	0.7476833545440938	10
chr1	28600000	28950000	0.9510847177138236	14
chr1	28950000	29175000	0.6718932840392513	9
chr1	29175000	29550000	0.879694632207982	15
chr1	30525000	30800000	0.6205260474359532	11
chr1	30800000	31175000	0.7826049328917157	15
chr1	31175000	31450000	0.8653349884529478	11
chr1	31450000	31625000	0.653787813320773	7
chr1	31625000	31875000	0.7254983379032288	10
chr1	31875000	32100000	0.6892352039968982	9
chr1	32100000	32225000	0.5294054368212954	5
chr1	32225000	32550000	0.9372293723586089	13
chr1	32550000	32875000	0.9388812570459936	13
chr1	32875000	33300000	1.025295989710819	17
chr1	33300000	33600000	0.7657758681466323	12
chr1	33600000	34075000	0.9391718098222696	19
chr1	34075000	35225000	1.781700107863113	46
chr1	35225000	35625000	0.842750087012945	16
chr1	35625000	35925000	0.7829854248863254	12
chr1	35925000	36275000	0.8522538217132132	14
chr1	36275000	36550000	0.8183655638995238	11
chr1	36550000	36950000	1.0822647339048954	16
