chr1	4300000	4760000	0.6797121708508795
chr1	4760000	6500000	0.922276845661459
chr1	6500000	6960000	0.5799700492840747
chr1	6960000	7200000	0.32386502175883897
chr1	7200000	7360000	-0.6169893469305077
chr1	7360000	8920000	-0.6889370485287217
chr1	8920000	9720000	-0.7101360663704004
chr1	9720000	9980000	0.23738318189677893
chr1	9980000	10200000	-0.4743802595414824
chr1	10200000	10780000	-0.151420060448758
chr1	10780000	13120000	0.7555261291011275
chr1	13120000	13740000	0.92139298329923
chr1	13740000	14300000	0.8334124763961026
chr1	14300000	14720000	0.9337673545724134
chr1	14720000	15000000	-0.04711607170119683
chr1	15000000	15700000	0.05620583738221624
chr1	15700000	16060000	-0.2906818202464627
chr1	16060000	16420000	0.8542773750195718
chr1	16420000	16780000	-0.31034300304413914
chr1	16780000	17140000	0.8088041591944597
chr1	17140000	17620000	-0.05742190885197951
chr1	17620000	20900000	-0.44275776164317115
chr1	20900000	21140000	-0.3650128457409284
chr1	21140000	21960000	0.3086748965990819
chr1	21960000	23280000	-0.5807978188427242
chr1	23280000	23520000	-0.17113205962289438
chr1	23520000	23820000	0.14610260605552028
chr1	23820000	24100000	-0.2453386892147234
chr1	24100000	24320000	0.6780889551848048
chr1	24320000	26960000	0.395824487491712
chr1	26960000	30800000	-0.5530541738982329
chr1	30800000	31020000	0.6738948325758889
chr1	31020000	31220000	-0.0843931520798016
chr1	31220000	33700000	-0.42265463715496615
chr1	33700000	34020000	0.4467995139769747
chr1	34020000	34460000	-0.5383545733616686
chr1	34460000	34960000	-0.06071459833272452
chr1	34960000	35780000	-0.8308295085568855
chr1	35780000	36360000	0.27938699592656424
chr1	36360000	36560000	0.30377000356133654
chr1	36560000	36780000	-0.025143121640263666
chr1	36780000	37480000	0.6788203104743671
chr1	37480000	37700000	0.6633518348831402
chr1	37700000	38220000	-0.4320033362603427
chr1	38220000	38840000	0.5451966116437519
chr1	38840000	39040000	0.8122682016952589
chr1	39040000	39580000	0.2633496332727562
chr1	39580000	40040000	0.28410354687639267
chr1	40040000	40620000	0.5437518614922253
chr1	40620000	42920000	-0.7334583609487311
chr1	42920000	43160000	0.6980314501301756
chr1	43160000	43800000	0.961004805987588
chr1	43800000	44200000	-0.7232127039418635
chr1	44200000	44800000	-0.47983396362013353
chr1	44800000	45360000	-0.8774610161998575
chr1	45360000	45820000	-0.7900157751557391
chr1	45820000	46060000	0.36334411909577996
chr1	46060000	46820000	0.30079878246493963
chr1	46820000	47060000	0.3549620883457335
chr1	47060000	51440000	-0.6530643457691997
chr1	51440000	51680000	0.5669289381718614
chr1	51680000	52160000	-0.6079723035983888
chr1	52160000	52360000	0.7913117555654006
chr1	52360000	52680000	-0.22160610203356934
chr1	52680000	52900000	0.19794427240601514
chr1	52900000	53420000	0.14439821231314529
chr1	53420000	53760000	-0.3930873760626193
chr1	53760000	53960000	-0.477885907610622
chr1	53960000	54700000	0.8616084455789823
chr1	54700000	55020000	0.5549292616101559
chr1	55020000	55920000	-0.4881952654447923
chr1	55920000	57460000	0.3565711133745858
chr1	57460000	58080000	0.8361365965583544
chr1	58080000	58340000	0.2769923035535937
chr1	58340000	58440000	0.19444522242923432
chr1	58440000	58760000	0.10984823301830135
chr1	58760000	59040000	0.703365733837528
