chr13	1	100000	nan	nan	nan
chr13	100001	200000	nan	nan	nan
chr13	200001	300000	nan	nan	nan
chr13	300001	400000	nan	nan	nan
chr13	400001	500000	nan	nan	nan
chr13	500001	600000	nan	nan	nan
chr13	600001	700000	nan	nan	nan
chr13	700001	800000	nan	nan	nan
chr13	800001	900000	nan	nan	nan
chr13	900001	1000000	nan	nan	nan
chr13	1000001	1100000	nan	nan	nan
chr13	1100001	1200000	nan	nan	nan
chr13	1200001	1300000	nan	nan	nan
chr13	1300001	1400000	nan	nan	nan
chr13	1400001	1500000	nan	nan	nan
chr13	1500001	1600000	nan	nan	nan
chr13	1600001	1700000	nan	nan	nan
chr13	1700001	1800000	nan	nan	nan
chr13	1800001	1900000	nan	nan	nan
chr13	1900001	2000000	nan	nan	nan
chr13	2000001	2100000	nan	nan	nan
chr13	2100001	2200000	nan	nan	nan
chr13	2200001	2300000	nan	nan	nan
chr13	2300001	2400000	nan	nan	nan
chr13	2400001	2500000	nan	nan	nan
chr13	2500001	2600000	nan	nan	nan
chr13	2600001	2700000	nan	nan	nan
chr13	2700001	2800000	nan	nan	nan
chr13	2800001	2900000	nan	nan	nan
chr13	2900001	3000000	nan	nan	nan
chr13	3000001	3100000	nan	nan	nan
chr13	3100001	3200000	nan	nan	nan
chr13	3200001	3300000	nan	nan	nan
chr13	3300001	3400000	nan	nan	nan
chr13	3400001	3500000	nan	nan	nan
chr13	3500001	3600000	nan	nan	nan
chr13	3600001	3700000	nan	nan	nan
chr13	3700001	3800000	nan	nan	nan
chr13	3800001	3900000	nan	nan	nan
chr13	3900001	4000000	nan	nan	nan
chr13	4000001	4100000	nan	nan	nan
chr13	4100001	4200000	nan	nan	nan
chr13	4200001	4300000	nan	nan	nan
chr13	4300001	4400000	nan	nan	nan
chr13	4400001	4500000	nan	nan	nan
chr13	4500001	4600000	nan	nan	nan
chr13	4600001	4700000	nan	nan	nan
chr13	4700001	4800000	nan	nan	nan
chr13	4800001	4900000	nan	nan	nan
chr13	4900001	5000000	nan	nan	nan
chr13	5000001	5100000	nan	nan	nan
chr13	5100001	5200000	nan	nan	nan
chr13	5200001	5300000	nan	nan	nan
chr13	5300001	5400000	nan	nan	nan
chr13	5400001	5500000	nan	nan	nan
chr13	5500001	5600000	nan	nan	nan
chr13	5600001	5700000	nan	nan	nan
chr13	5700001	5800000	nan	nan	nan
chr13	5800001	5900000	nan	nan	nan
chr13	5900001	6000000	nan	nan	nan
chr13	6000001	6100000	nan	nan	nan
chr13	6100001	6200000	nan	nan	nan
chr13	6200001	6300000	nan	nan	nan
chr13	6300001	6400000	nan	nan	nan
chr13	6400001	6500000	nan	nan	nan
chr13	6500001	6600000	nan	nan	nan
chr13	6600001	6700000	nan	nan	nan
