chr1	4300000	4760000	7	7	8	11	7	7	5	3	0.106567596812829	0.117222096562703	0.116259715777354	0.0969954441850785	0.0944127930767291	0.144452747032106	0.150428715398714	0.241535669434348	-0.449172036306765	-0.602125577888434	-0.497305575002226	-0.286266817704094	-0.463680747027137	-0.55980773082671	-0.649132851938705	-0.639818796057414
chr1	4760000	6500000	14	16	12	15	13	17	13	14	0.754331638220747	0.624804947566966	0.662726691670363	0.858671303487468	0.833130042451659	0.943889071358261	0.82524868561847	1.21471426620129	-0.939229754578216	-0.962697805399903	-1.01202179179649	-0.992491920489355	-1.01579018604963	-0.886049734598497	-0.876298888889847	-0.654256579023268
chr1	6500000	6960000	0	0	0	0	0	0	0	0	0.139694360151541	0.129799664308779	0.127414607741629	0.144191037116517	0.133640931743304	0.149711118148869	0.140207602668363	0.196405727749925	-2.05139617170733	-2.13811871809792	-2.0016127606271	-2.01367490735568	-1.93115796574373	-1.93642829303037	-1.80883473149538	-1.58176858522333
chr1	6960000	7200000	3	2	2	2	3	6	4	2	0.0402291197156039	0.0389393772486923	0.0383393354432697	0.0418828256445486	0.0348947764814759	0.0372951511945901	0.0403896112134931	0.0584395004658555	-0.395437923963408	-0.676408215045901	-0.601112110210017	-0.660074354414658	-0.384306024461155	-0.021774108413068	-0.197294935761018	-0.292229555052981
chr1	7200000	7360000	0	0	0	0	0	0	0	0	0.0242483866414172	0.0270624556304501	0.0263735291807964	0.0254633059099994	0.0267908273464266	0.0270989128308669	0.0259819084599475	0.0355191155578297	-2.05139617170733	-2.13811871809792	-2.0016127606271	-2.01367490735568	-1.93115796574373	-1.93642829303037	-1.80883473149538	-1.58176858522333
chr1	7360000	8920000	3	3	2	3	2	3	3	3	0.532294748360579	0.451752774423165	0.534109644466321	0.56380201674088	0.598289516992227	0.702749597055993	0.645720541600143	0.99275603792925	-1.37875202345087	-1.47808696645751	-1.52531431841318	-1.39703711623311	-1.4582250243274	-1.30728035169114	-1.2117944162825	-0.9979660467872
chr1	8920000	9720000	5	4	7	4	5	4	5	4	0.351721491130163	0.315875683832513	0.344564316451851	0.402566750694563	0.392499535066956	0.461381196055592	0.386505325185097	0.633615879236295	-1.03618471583843	-1.23809971459536	-0.978317259312593	-1.17931483548245	-1.07775097327752	-1.13019473911225	-0.943098401511849	-0.80552112772731
chr1	9720000	9980000	15	18	18	19	18	20	16	12	0.0352219897676656	0.0373144762778857	0.0349770784014091	0.0346868340895329	0.035003271148111	0.040799071023846	0.0415582664056011	0.0473183911074841	0.695673277386972	0.73590593327476	0.700891312129233	0.743645510657141	0.728497835730255	0.708923961315572	0.6118855668668	0.809441476472671
chr1	9980000	10200000	6	7	6	4	5	5	3	3	0.0335260966137481	0.0338902652555092	0.0285606974933039	0.0347963959382595	0.0317838581854541	0.0376970738115863	0.0353563703274654	0.0513157919599241	0.067810682248809	0.0871484497956573	0.0884681786846742	-0.280041881246811	-0.0904871672141697	-0.125606693554574	-0.265419957128475	-0.0794294265545417
chr1	10200000	10780000	4	4	2	5	3	3	5	2	0.179601928024818	0.152291474152965	0.177785304185817	0.160156362967834	0.158707722475946	0.193002126794568	0.184993558218165	0.377076519425125	-0.863014842015988	-0.950023583034124	-1.17894198315551	-0.81161474668511	-0.943896839827177	-0.928083968661229	-0.712541068560668	-0.847535338996727
chr1	10780000	13120000	15	19	16	21	16	17	10	4	1.02174213068129	0.695141514015854	0.810968859443068	1.00856725162719	1.00689451319256	1.51033054478097	1.21823397661081	1.83102479327754	-1.02808156271669	-0.933416135689879	-0.990426792449576	-0.940560283552754	-1.00864557725062	-1.04649115431735	-1.0667817995259	-1.05568422798488
chr1	13120000	13740000	28	39	40	37	38	51	41	32	0.131779644220588	0.135813651484383	0.148221978438006	0.142509334181217	0.139534307322142	0.157633072913902	0.136568531022626	0.172283320849475	0.180857075373046	0.326860493901122	0.239162672296723	0.209734117770417	0.25299125992825	0.418422901380903	0.43084425397216	0.568416724145045
chr1	13740000	14300000	9	10	18	13	9	7	2	1	0.140306908730582	0.131923376123041	0.120991139156457	0.112240339692726	0.117138548158804	0.163186869070273	0.167245960203157	0.303599259779998	-0.457266516583387	-0.491592350920617	-0.117838933999396	-0.277981013193701	-0.447133083240428	-0.594340669595352	-0.966786165692476	-0.966225550715155
chr1	14300000	14720000	4	8	8	7	8	5	4	0	0.11293094007091	0.100112608126728	0.0996683481227397	0.0896180508283713	0.0941595731562839	0.129242278719636	0.127575056102921	0.197845154605121	-0.699825182963219	-0.467987688130464	-0.429637196253701	-0.451153760712346	-0.392582612665846	-0.634648066733305	-0.667290946671056	-1.58176858522333
